web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1680016221-436","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","14:00","Parcialmente cubierto","21°","30 km/h","69%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-437","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","14:30","Parcialmente cubierto","22°","32 km/h","60%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-438","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","15:00","Parcialmente cubierto","21°","30 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-439","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","15:30","Parcialmente cubierto","21°","28 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-440","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","16:00","Nubes dispersas","21°","28 km/h","60%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-441","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","16:30","Nubes dispersas","21°","28 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-442","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","17:00","Nubes dispersas","20°","28 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-443","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","17:30","Nubes dispersas","20°","30 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-444","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","18:00","Nubes dispersas","20°","26 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-445","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","18:30","Nubes dispersas","19°","26 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-446","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","19:00","Nubes dispersas","19°","28 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-447","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","19:30","Nubes dispersas","19°","22 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-448","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","20:00","Parcialmente cubierto","19°","19 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-449","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","20:30","Parcialmente cubierto","19°","19 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-450","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","21:00","Mayormente cubierto","19°","17 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-451","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","21:30","Parcialmente cubierto","19°","19 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-452","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","22:00","Parcialmente cubierto","19°","20 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-453","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","22:30","Parcialmente cubierto","18°","17 km/h","77%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-454","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","23:00","Nubes dispersas","18°","15 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016221-455","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","23:30","Parcialmente cubierto","18°","17 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1680016224-456","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","00:00","Parcialmente cubierto","18°","19 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-457","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-458","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","00:30","Parcialmente cubierto","18°","19 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-459","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","01:00","Parcialmente cubierto","18°","22 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-460","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","01:30","Nubes dispersas","18°","20 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-461","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","02:00","Nubes dispersas","17°","20 km/h","72%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-462","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","02:30","Nubes dispersas","18°","24 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-463","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","03:00","Parcialmente cubierto","18°","22 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-464","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","03:30","Nubes dispersas","18°","28 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-465","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","04:00","Parcialmente cubierto","18°","22 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-466","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","04:30","Parcialmente cubierto","18°","20 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-467","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","05:00","Parcialmente cubierto","18°","19 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-468","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","05:30","Nubes dispersas","18°","19 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-469","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","06:00","Nubes dispersas","18°","19 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-470","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","06:30","Nubes dispersas","17°","17 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-471","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","07:00","Nubes dispersas","17°","19 km/h","72%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-472","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","07:30","Nubes dispersas","17°","19 km/h","72%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-473","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","08:00","Nubes dispersas","17°","20 km/h","72%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-474","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","08:30","Nubes dispersas","18°","19 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-475","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","09:00","Nubes dispersas","18°","20 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-476","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","09:30","Nubes dispersas","19°","19 km/h","68%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-477","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","10:00","Parcialmente cubierto","20°","22 km/h","68%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-478","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","10:30","Nubes dispersas","21°","26 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-479","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","11:00","Parcialmente cubierto","21°","30 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-480","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","11:30","Parcialmente cubierto","21°","26 km/h","69%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-481","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","12:00","Nubes dispersas","21°","26 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-482","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","12:30","Nubes dispersas","21°","24 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-483","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","13:00","Nubes dispersas","21°","28 km/h","60%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-484","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","13:30","Nubes dispersas","21°","28 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-485","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","14:00","Nubes dispersas","21°","30 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-486","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","14:30","Parcialmente cubierto","21°","32 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-487","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","15:00","Nubes dispersas","21°","32 km/h","69%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-488","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","15:30","Nubes dispersas","21°","33 km/h","69%","1024 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-489","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","16:00","Parcialmente cubierto","21°","35 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-490","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","16:30","Parcialmente cubierto","21°","33 km/h","69%","1024 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-491","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","17:00","Nubes dispersas","21°","35 km/h","69%","1024 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-492","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","17:30","Parcialmente cubierto","20°","32 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-493","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","18:00","Parcialmente cubierto","20°","32 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-494","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","18:30","Parcialmente cubierto","20°","30 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-495","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","19:00","Parcialmente cubierto","20°","32 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-496","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","19:30","Mayormente cubierto","20°","28 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-497","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","20:00","Mayormente cubierto","20°","33 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-498","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","20:30","Mayormente cubierto","20°","32 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-499","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","21:00","Mayormente cubierto","20°","28 km/h","78%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-500","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","21:30","Mayormente cubierto","20°","33 km/h","78%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-501","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","22:00","Mayormente cubierto","20°","30 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-502","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","22:30","Mayormente cubierto","20°","33 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-503","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","23:00","Mayormente cubierto","20°","32 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016224-504","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","23:30","Mayormente cubierto","20°","32 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1680016227-505","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","00:00","Parcialmente cubierto","19°","33 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1680016227-506","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1680016227-507","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","00:30","Mayormente cubierto","20°","26 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1680016227-508","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","01:00","Mayormente cubierto","19°","26 km/h","78%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1680016227-509","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","01:30","Parcialmente cubierto","19°","33 km/h","78%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1680016227-510","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","02:00","Nubes dispersas","19°","30 km/h","78%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1680016227-511","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","02:30","Nubes dispersas","19°","35 km/h","78%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
